CATEGORY DESCRIPTION,SIC DIVISION,MAJOR GROUP,INDUSTRY GROUP,MOST SPECIFIC SIC CODE
Hardware stores,G,52,525,525
Hardware stores,G,52,525,5251
Hardware stores,G,52,525,5251
"Retail nurseries, lawn and garden supply stores",G,52,526,526
"Retail nurseries, lawn & garden supply stores",G,52,526,5261
Outdoor power equipment stores,G,52,526,5261
Nursery & garden centers,G,52,526,5261
Mobile home dealers,G,52,527,527
Mobile home dealers,G,52,527,5271
Manufactured (mobile) home dealers,G,52,527,5271
General merchandise stores,G,53,53,53
Department stores (excluding leased departments) ,G,53,531,531
Department stores (excl leased depts),G,53,531,5311
Department stores (excl leased depts),G,53,531,5311
Conventional department stores (excl leased depts),G,53,531,5311
Discount or mass merchandising dept stores (excl leased depts),G,53,531,5311
National chain department stores (excl leased depts),G,53,531,5311
Supercenters,G,53,531,5311
Variety stores,G,53,533,533
Variety stores,G,53,533,5331
Variety stores,G,53,533,5331
Miscellaneous general merchandise stores,G,53,539,539
Miscellaneous general merchandise stores,G,53,539,5399
Warehouse clubs,G,53,539,5399
All other general merchandise stores,G,53,539,5399
Catalog showrooms,G,53,539,5399
"Misc gen merch stores, exc catalog showrooms & warehse clubs",G,53,539,5399
Food stores,G,54,54,54
Grocery stores,G,54,541,541
Grocery stores,G,54,541,5411
Supermarkets & other grocery (except convenience) stores,G,54,541,5411
Supermarkets & grocery stores,G,54,541,5411
"Delicatessens, primarily selling meats & a range of grocery items",G,54,541,5411
Convenience stores,G,54,541,5411
"Delicatessens, primarily selling fresh & prepared meats",G,54,541,5411
Convenience stores selling gasoline,G,54,541,5411
Supermarket/general merchandise combination stores,G,54,541,5411
"Meat and fish (seafood) markets, including freezer provisioners",G,54,542,542
"Meat & fish (seafood) markets, including freezer provisioners",G,54,542,5421
Meat markets,G,54,542,5421
Fish & seafood markets,G,54,542,5421
Freezer & locker meat provisioners,G,54,542,5421
Fruit and vegetable markets,G,54,543,543
Fruit & vegetable markets,G,54,543,5431
Fruit & vegetable markets,G,54,543,5431
"Candy, nut, and confectionery stores",G,54,544,544
"Candy, nut, & confectionery stores",G,54,544,5441
Confectionery mfg from purchased chocolate (pt),G,54,544,5441
Nonchocolate confectionery mfg (pt),G,54,544,5441
Confectionery & nut stores,G,54,544,5441
Dairy products stores,G,54,545,545
Dairy products stores,G,54,545,5451
Dairy products stores,G,54,545,5451
Retail bakeries,G,54,546,546
Retail bakeries,G,54,546,5461
Retail bakeries,G,54,546,5461
Baked goods stores,G,54,546,5461
Snack & nonalcoholic beverage bars,G,54,546,5461
"Donut shops, baking on premises",G,54,546,5461
"Donut shops, no baking on premises",G,54,546,5461
Cookie shops,G,54,546,5461
Miscellaneous food stores,G,54,549,549
Miscellaneous food stores,G,54,549,5499
Miscellaneous food stores,G,54,549,5499
Food (health) supplement stores,G,54,549,5499
Automotive dealers and gasoline service stations,G,55,55,55
Motor vehicle dealers (new and used),G,55,551,551
Motor vehicle dealers (new & used),G,55,551,5511
New car dealers,G,55,551,5511
Motor vehicle dealers (used only),G,55,552,552
Motor vehicle dealers (used only),G,55,552,5521
Used car dealers,G,55,552,5521
Auto and home supply stores,G,55,553,553
Auto & home supply stores,G,55,553,5531
Auto supplies stores,G,55,553,5531
New tire dealers,G,55,553,5531
Other auto & home supplies stores,G,55,553,5531
Gasoline service stations,G,55,554,554
Gasoline service stations,G,55,554,5541
Gasoline stations with convenience stores,G,55,554,5541
Other gasoline stations,G,55,554,5541
Gasoline stations with no convenience stores,G,55,554,5541
Truck stops,G,55,554,5541
Boat dealers,G,55,555,555
Boat dealers,G,55,555,5551
Boat dealers,G,55,555,5551
Recreational vehicle dealers,G,55,556,556
Recreational vehicle dealers,G,55,556,5561
Recreational vehicle dealers,G,55,556,5561
Motorcycle dealers,G,55,557,557
Motorcycle dealers,G,55,557,5571
Motorcycle dealers,G,55,557,5571
"Automotive dealers, not elsewhere classified",G,55,559,559
"Automotive dealers, not elsewhere classified",G,55,559,5599
All other motor vehicle dealers,G,55,559,5599
Apparel and accessory stores,G,56,56,56
Men's and boys' clothing and accessory stores,G,56,561,561
Men's & boys' clothing & accessory stores,G,56,561,5611
Men's clothing stores,G,56,561,5611
Women's clothing stores,G,56,562,562
Women's clothing stores,G,56,562,5621
Women's clothing stores,G,56,562,5621
Women's accessory and specialty stores,G,56,563,563
Women's accessory & specialty stores,G,56,563,5632
Women's accessory stores,G,56,563,5632
Other clothing stores,G,56,563,5632
Women's specialty stores,G,56,563,5632
Furriers & fur shops,G,56,563,5632
Children's and infants' wear stores,G,56,564,564
Children's & infants' wear stores,G,56,564,5641
Children's & infants' clothing stores,G,56,564,5641
Family clothing stores,G,56,565,565
Family clothing stores,G,56,565,5651
Family clothing stores,G,56,565,5651
Shoe stores,G,56,566,566
Shoe stores,G,56,566,5661
Shoe stores,G,56,566,5661
Men's shoe stores,G,56,566,5661
Women's shoe stores,G,56,566,5661
Children's & juveniles' shoe stores,G,56,566,5661
Family shoe stores,G,56,566,5661
Athletic footwear stores,G,56,566,5661
Miscellaneous apparel and accessory stores,G,56,569,569
Miscellaneous apparel & accessory stores,G,56,569,5699
Miscellaneous apparel and accessory stores (pt),G,56,569,5699
Miscellaneous accessory stores,G,56,569,5699
Other clothing stores,G,56,569,5699
Sports apparel stores,G,56,569,5699
Miscellaneous apparel stores,G,56,569,5699
"Home furniture, furnishings, and equipment stores",G,57,57,57
Home furniture and furnishings stores,G,57,571,571
Furniture stores,G,57,571,5712
Wood kitchen cabinet & counter top mfg (pt),G,57,571,5712
Upholstered household furniture mfg (pt),G,57,571,5712
Nonupholstered wood household furniture mfg (pt),G,57,571,5712
Furniture stores,G,57,571,5712
"Furniture stores, except custom",G,57,571,5712
Furniture warehouse showrooms,G,57,571,5712
Sleep shop & waterbed stores,G,57,571,5712
"Specialty furniture stores, except custom",G,57,571,5712
Floor covering stores,G,57,571,5713
Floor covering stores,G,57,571,5713
"Drapery, curtain, & upholstery stores",G,57,571,5714
Curtain & drapery mills (pt),G,57,571,5714
"Drapery & curtain stores, except custom",G,57,571,5714
Upholstery stores,G,57,571,5714
Miscellaneous homefurnishings stores,G,57,571,5719
Blind & shade stores,G,57,571,5719
All other home furnishings stores,G,57,571,5719
Household appliance stores,G,57,572,572
Household appliance stores,G,57,572,5722
Household appliance stores,G,57,572,5722
"Radio, television, consumer electronics, and music stores",G,57,573,573
"Radio, television, & consumer electronics stores",G,57,573,5731
Automotive radio stores,G,57,573,5731
"Other radio, television, & electronics stores",G,57,573,5731
Computer & computer software stores,G,57,573,5734
Computer & software stores,G,57,573,5734
Computer stores (custom assembly),G,57,573,5734
Computer stores,G,57,573,5734
Computer software stores,G,57,573,5734
Record & prerecorded tape stores,G,57,573,5735
"Prerecorded tape, compact disc, & record stores",G,57,573,5735
"Prerecorded tape, compact disc, & record stores",G,57,573,5735
"Video tape stores, retail",G,57,573,5735
Musical instrument stores,G,57,573,5736
Musical instrument & supplies stores,G,57,573,5736
Eating and drinking places,G,58,58,58
Eating and drinking places,G,58,581,581
Eating places,G,58,581,5812
Dinner theaters,G,58,581,5812
Full-service restaurants,G,58,581,5812
Limited-service restaurants,G,58,581,5812
Cafeterias,G,58,581,5812
Snack & nonalcoholic beverage bars,G,58,581,5812
Ice cream & soft serve shops,G,58,581,5812
Frozen yogurt shops,G,58,581,5812
Bagel shops,G,58,581,5812
Coffee shops,G,58,581,5812
Other snack & nonalcoholic beverage bars,G,58,581,5812
Foodservice contractors,G,58,581,5812
Caterers,G,58,581,5812
Drinking places (alcoholic beverages),G,58,581,5813
Drinking places (alcoholic beverages),G,58,581,5813
Miscellaneous retail,G,59,59,59
Drug stores and proprietary stores,G,59,591,591
Drug stores & proprietary stores,G,59,591,5912
Pharmacies & drug stores,G,59,591,5912
Pharmacies & drug stores,G,59,591,5912
Proprietary stores,G,59,591,5912
Liquor stores,G,59,592,592
Liquor stores,G,59,592,5921
"Beer, wine, & liquor stores",G,59,592,5921
Used merchandise stores,G,59,593,593
Used merchandise stores,G,59,593,5932
Used merchandise stores,G,59,593,5932
Antique stores,G,59,593,5932
"Second-hand stores, except pawn shops",G,59,593,5932
Pawn shops,G,59,593,5932
Miscellaneous shopping goods stores,G,59,594,594
Sporting goods stores & bicycle shops,G,59,594,5941
Sporting goods stores,G,59,594,5941
General-line sporting goods stores,G,59,594,5941
Bicycle shops,G,59,594,5941
Golf shops,G,59,594,5941
Gun shops,G,59,594,5941
Ski shops,G,59,594,5941
Tackle shops,G,59,594,5941
Other specialty-line sporting goods stores,G,59,594,5941
Book stores,G,59,594,5942
Book stores,G,59,594,5942
"Book stores, general",G,59,594,5942
Specialty book stores,G,59,594,5942
College book stores,G,59,594,5942
Stationery stores,G,59,594,5943
Office supplies & stationery stores,G,59,594,5943
Stationery stores,G,59,594,5943
Office supplies stores,G,59,594,5943
Jewelry stores,G,59,594,5944
Jewelry stores,G,59,594,5944
"Hobby, toy, & game shops",G,59,594,5945
"Hobby, toy, & game stores",G,59,594,5945
"Hobby, toy, & game stores",G,59,594,5945
Craft supplies stores,G,59,594,5945
Camera & photographic supply stores,G,59,594,5946
Camera & photographic supplies stores,G,59,594,5946
"Gift, novelty, & souvenir shops",G,59,594,5947
"Gift, novelty, & souvenir stores",G,59,594,5947
Luggage & leather goods stores,G,59,594,5948
Luggage & leather goods stores,G,59,594,5948
"Sewing, needlework, & piece goods stores",G,59,594,5949
"Sewing, needlework, & piece goods stores",G,59,594,5949
"Sewing, fabric, & piece goods stores",G,59,594,5949
Needlework & knitting stores,G,59,594,5949
Nonstore retailers,G,59,596,596
Catalog & mail-order houses,G,59,596,5961
Electronic shopping & mail-order houses,G,59,596,5961
"Mail-order houses, department store merchandise",G,59,596,5961
"Mail-order houses, other general merchandise",G,59,596,5961
"Mail-order houses, specialized merchandise",G,59,596,5961
"Television order, home shopping",G,59,596,5961
Automatic merchandising machine operators,G,59,596,5962
Vending machine operators,G,59,596,5962
Direct selling establishments,G,59,596,5963
Other direct selling establishments,G,59,596,5963
"Direct selling, furniture, home furnishings, electronics, & appl",G,59,596,5963
"Direct selling, cameras & photographic equipment",G,59,596,5963
"Direct selling, videos, tapes, compact discs, & records",G,59,596,5963
"Direct selling, books & magazines",G,59,596,5963
"Direct selling, newspapers",G,59,596,5963
"Direct selling, stationery",G,59,596,5963
"Direct selling, all other merchandise",G,59,596,5963
Mobile foodservices,G,59,596,5963
Fuel dealers,G,59,598,598
Fuel oil dealers,G,59,598,5983
Heating oil dealers,G,59,598,5983
Liquefied petroleum gas (bottled gas) dealers,G,59,598,5984
Liquefied petroleum gas (bottled gas) dealers,G,59,598,5984
"Fuel dealers, not elsewhere classified",G,59,598,5989
Other fuel dealers,G,59,598,5989
"Retail stores, not elsewhere classified",G,59,599,599
Florists,G,59,599,5992
Florists,G,59,599,5992
Tobacco stores & stands,G,59,599,5993
Tobacco stores,G,59,599,5993
News dealers & newsstands,G,59,599,5994
News dealers & newsstands,G,59,599,5994
Optical goods stores,G,59,599,5995
Optical goods stores,G,59,599,5995
"Miscellaneous retail stores, not elsewhere classified",G,59,599,5999
"Radio, television, & other electronics stores",G,59,599,5999
Typewriter shops,G,59,599,5999
Telephone stores,G,59,599,5999
"Cosmetics, beauty supplies, & perfume stores",G,59,599,5999
Health care stores,G,59,599,5999
Pet & pet supplies stores,G,59,599,5999
Art dealers,G,59,599,5999
All other miscellaneous store retailers (except tobacco stores),G,59,599,5999
Collectors' items & supplies stores,G,59,599,5999
Trophy shops,G,59,599,5999
"Other miscellaneous store retailers, nec",G,59,599,5999
"Financial, insurance, and real estate industries",H,H,H,H
Depository institutions,H,60,60,60
Central reserve depository institutions,H,60,601,601
Federal reserve banks,H,60,601,6011
Monetary authorities - central bank,H,60,601,6011
"Central reserve depository institutions, nec",H,60,601,6019
Other central reserve depository institutions,H,60,601,6019
Commercial banks,H,60,602,602
National commercial banks,H,60,602,6021
National commercial banks (banking),H,60,602,6021
National commercial banks (credit card issuing),H,60,602,6021
State commercial banks,H,60,602,6022
State commercial banks (banking),H,60,602,6022
Other depository credit intermediation,H,60,602,6022
State commercial banks (credit card issuing),H,60,602,6022
Savings institutions,H,60,603,603
"Savings institutions, federally chartered",H,60,603,6035
Savings institutions (federally chartered),H,60,603,6035
"Savings institutions, not federally chartered",H,60,603,6036
Savings institutions (not federally chartered),H,60,603,6036
Credit unions,H,60,606,606
"Credit unions, federally chartered",H,60,606,6061
Credit unions (federally chartered),H,60,606,6061
"Credit unions, not federally chartered",H,60,606,6062
Credit unions (not federally chartered),H,60,606,6062
Foreign banking and branches and agencies of foreign banks,H,60,608,608
Branches & agencies of foreign banks,H,60,608,6081
Branches of foreign banks,H,60,608,6081
"Agencies of foreign banks, primarily trade finance",H,60,608,6081
"Agencies of foreign banks, primarily commercial finance",H,60,608,6081
Foreign trade & international banking institutions,H,60,608,6082
"Agreement & Edge Act Corporations, primarily trade finance",H,60,608,6082
"Agreement & Edge Act Corporations, primarily holding investments",H,60,608,6082
Functions related to depository banking,H,60,609,609
Nondeposit trust facilities,H,60,609,6091
Nondeposit trust companies,H,60,609,6091
"Functions related to depository banking, nec",H,60,609,6099
Representative offices of foreign banks,H,60,609,6099
Electr funds trans & automated clearinghouses for banks & checks,H,60,609,6099
Other activities related to credit intermediation,H,60,609,6099
Foreign currency exchange,H,60,609,6099
Escrow & fiduciary agencies,H,60,609,6099
Deposit brokers,H,60,609,6099
Nondepository credit institutions,H,61,61,61
Federal & federally-sponsored credit agencies,H,61,611,611
Federal & federally-sponsored credit agencies,H,61,611,6111
"Federally-sponsored credit agencies, primarily real estate",H,61,611,6111
"Federally-sponsored credit agencies, primarily trade finance",H,61,611,6111
"Federally-sponsored credit agencies, primarily secondary market",H,61,611,6111
Other federally-sponsored credit agencies,H,61,611,6111
Personal credit institutions,H,61,614,614
Personal credit institutions,H,61,614,6141
Remedial loan societies and mutual benefit associations (deposit),H,61,614,6141
Credit card issuing by personal credit institutions,H,61,614,6141
Sales financing,H,61,614,6141
Automotive sales finance companies,H,61,614,6141
Sales finance companies (except automotive),H,61,614,6141
Consumer lending,H,61,614,6141
Consumer & personal finance companies,H,61,614,6141
Other personal credit institutions,H,61,614,6141
Business credit institutions,H,61,615,615
"Short-term business credit institutions, except agricultural",H,61,615,6153
Other short-term business credit institutions,H,61,615,6153
Commercial finance companies,H,61,615,6153
Factors,H,61,615,6153
Credit card service by business credit institutions,H,61,615,6153
Miscellaneous business credit institutions,H,61,615,6159
Financing leases,H,61,615,6159
Farm mortgage companies,H,61,615,6159
International trade credit,H,61,615,6159
Secondary market financing,H,61,615,6159
All other nondepository credit intermediation,H,61,615,6159
Agricultural credit (except federally-sponsored),H,61,615,6159
Other miscellaneous business credit institutions,H,61,615,6159
Mortgage bankers and brokers,H,61,616,616
Mortgage bankers & loan correspondents,H,61,616,6162
Mortgage bankers & loan correspondents,H,61,616,6162
Loan servicing,H,61,616,6162
Loan brokers,H,61,616,6163
Mortgage & nonmortgage loan brokers,H,61,616,6163
"Security and commodity brokers, dealers, exchanges, and services",H,62,62,62
"Security brokers, dealers, and flotation companies",H,62,621,621
"Security brokers, dealers, & flotation companies",H,62,621,6211
Investment banking & securities dealing,H,62,621,6211
Securities brokerage,H,62,621,6211
Traders & dealers (except for securities & commodities),H,62,621,6211
Gas & oil lease & royalty brokers,H,62,621,6211
Commodity contracts brokers and dealers,H,62,622,622
Commodity contracts brokers & dealers,H,62,622,6221
Commodity contracts dealing,H,62,622,6221
Commodity contracts brokerage,H,62,622,6221
Security and commodity exchanges,H,62,623,623
Security & commodity exchanges,H,62,623,6231
Securities & commodity exchanges,H,62,623,6231
Services allied with the exchange of securities or commodities,H,62,628,628
Investment advice,H,62,628,6282
Portfolio management,H,62,628,6282
Investment advice,H,62,628,6282
"Serv allied with the exchange of securities or commodities, nec",H,62,628,6289
Securities custodians & securities transfer agents,H,62,628,6289
Oth services allied with the exchange of securities & commodities,H,62,628,6289
Insurance carriers,H,63,63,63
Life insurance,H,63,631,631
Life insurance,H,63,631,6311
Offices of direct life insurance carriers,H,63,631,6311
Offices of life reinsurance carriers,H,63,631,6311
Accident and health insurance and medical service plans,H,63,632,632
Accident & health insurance,H,63,632,6321
Offices of direct accident & disability income insurance carriers,H,63,632,6321
Offices of direct health insurance carriers,H,63,632,6321
Offices of accident & health reinsurance carriers,H,63,632,6321
Hospital & medical service plans,H,63,632,6324
Offices of hospital & medical service plans (direct),H,63,632,6324
Offices of hospital & medical service plans (reinsurance),H,63,632,6324
"Fire, marine, and casualty insurance",H,63,633,633
"Fire, marine, & casualty insurance",H,63,633,6331
"Offices of direct fire, marine, & casualty insurance carriers",H,63,633,6331
"Offices of fire, marine, & casualty reinsurance carriers",H,63,633,6331
Surety insurance,H,63,635,635
Surety insurance,H,63,635,6351
Offices of direct surety insurance carriers,H,63,635,6351
Offices of surety reinsurance carriers,H,63,635,6351
Title insurance,H,63,636,636
Title insurance,H,63,636,6361
Direct title insurance carriers,H,63,636,6361
Offices of title reinsurance carriers,H,63,636,6361
"Pension, health, and welfare funds",H,63,637,637
"Pension, health, & welfare funds",H,63,637,6371
"Third party administration of pension, health, & welfare funds",H,63,637,6371
"Insurance carriers, n.e.c.",H,63,639,639
"Insurance carriers, nec",H,63,639,6399
All other direct insurance carriers,H,63,639,6399
Offices of other reinsurance carriers,H,63,639,6399
"Insurance agents, brokers, and services",H,64,64,64
"Insurance agents, brokers, and services",H,64,641,641
"Insurance agents, brokers, & services",H,64,641,6411
Insurance agencies & brokerages,H,64,641,6411
Claims adjusting,H,64,641,6411
Third party administration of insurance,H,64,641,6411
All other insurance related activities,H,64,641,6411
Real estate,H,65,65,65
Real estate operators (except developers) and lessors,H,65,651,651
Operators of nonresidential buildings,H,65,651,6512
Lessors of nonresidential buildings (except miniwarehouses),H,65,651,6512
Lessors of professional & other office buildings,H,65,651,6512
Lessors of manufacturing & industrial buildings,H,65,651,6512
Lessors of shopping centers & retail stores,H,65,651,6512
Lessors of other nonresidential buildings & facilities,H,65,651,6512
Stadium & arena owners,H,65,651,6512
Operators of apartment buildings,H,65,651,6513
Lessors of apartment buildings,H,65,651,6513
Operators of dwellings other than apartment buildings,H,65,651,6514
Lessors of dwellings (except apartment buildings),H,65,651,6514
Operators of residential mobile home sites,H,65,651,6515
Lessors of manufactured (mobile) home sites,H,65,651,6515
Lessors of railroad property,H,65,651,6517
Lessors of railroad property,H,65,651,6517
"Lessors of real property, nec",H,65,651,6519
Lessors of other real estate property,H,65,651,6519
Real estate agents and managers,H,65,653,653
Real estate agents & managers,H,65,653,6531
Offices of real estate agents & brokers,H,65,653,6531
Offices of residential real estate agents & brokers,H,65,653,6531
Offices of nonresidential real estate agents & brokers,H,65,653,6531
Residential property managers,H,65,653,6531
Nonresidential property managers,H,65,653,6531
Offices of real estate appraisers,H,65,653,6531
Other activities related to real estate,H,65,653,6531
Cemetery management,H,65,653,6531
Condominium or coop owners assn (engaged in property mgt),H,65,653,6531
Title abstract offices,H,65,654,654
Title abstract offices,H,65,654,6541
Title abstract & settlement offices,H,65,654,6541
Land subdividers and developers,H,65,655,655
"Land subdividers & developers, except cemeteries",H,65,655,6552
Land subdivision & land development,H,65,655,6552
Cemetery subdividers & developers,H,65,655,6553
Cemeteries & crematories,H,65,655,6553
Cemetery & mausoleum operators,H,65,655,6553
Animal cemetery operators,H,65,655,6553
"Holding and other investment offices, except trusts",H,67,67,67
Holding offices,H,67,671,671
Offices of bank holding companies,H,67,671,6712
Offices of bank holding companies,H,67,671,6712
"Offices of holding companies, nec",H,67,671,6719
Offices of other holding companies,H,67,671,6719
Investment offices,H,67,672,672
Trusts,H,67,673,673
"Educational, religious, & charitable trusts",H,67,673,6732
Grantmaking foundations,H,67,673,6732
"Trusts, except educational, religious, & charitable",H,67,673,6733
Mgt of trust investment portfolios (exc ed relig & charitable),H,67,673,6733
"Other trust, fiduciary, & custody activities",H,67,673,6733
Miscellaneous investing,H,67,679,679
Oil royalty traders,H,67,679,6792
Oil royalty traders investing on own account,H,67,679,6792
Oil royalty companies,H,67,679,6792
Patent owners & lessors,H,67,679,6794
Patent owners & lessors,H,67,679,6794
Real estate investment trusts,H,67,679,6798
Real Estate Investment Trusts (REITs),H,67,679,6798
Real Estate Investment Trusts (Equity & Hybrid),H,67,679,6798
Real Estate Investment Trusts (Mortgage),H,67,679,6798
"Investors, nec",H,67,679,6799
Commodity contract trading company,H,67,679,6799
Miscellaneous intermediation,H,67,679,6799
Venture capital companies,H,67,679,6799
All other investors,H,67,679,6799
Commodity contract pool operators,H,67,679,6799
Service industries,I,I,I,I
"Hotels, rooming houses, camps, and other lodging places",I,70,70,70
Hotels & motels,I,70,701,701
Hotels (except casino hotels) & motels,I,70,701,7011
Hotels (except casino hotels) with 25 guestrooms or more,I,70,701,7011
Hotels with less than 25 guestrooms,I,70,701,7011
Motels,I,70,701,7011
Motor hotels,I,70,701,7011
Casino hotels,I,70,701,7011
Bed & breakfast inns,I,70,701,7011
Bed & breakfast inns with 25 guestrooms or more,I,70,701,7011
Bed & breakfast inns with less than 25 guestrooms,I,70,701,7011
All other traveler accommodation,I,70,701,7011
Rooming & boarding houses,I,70,702,702
Rooming & boarding houses,I,70,702,7021
Camps and recreational vehicle parks,I,70,703,703
Sporting & recreational camps,I,70,703,7032
Recreational & vacation camps (except campgrounds),I,70,703,7032
Recreational vehicle parks & campsites,I,70,703,7033
RV (recreational vehicle) parks & campgrounds,I,70,703,7033
Personal services,I,72,72,72
"Power laundries, family & commercial",I,72,721,721
"Laundries, family & commercial",I,72,721,7211
Garment pressing & agents for laundries & drycleaners,I,72,721,7212
Garment pressing & agents for laundries,I,72,721,7212
Linen supply,I,72,721,7213
Linen supply (except diaper service),I,72,721,7213
Coin-operated laundries & drycleaning,I,72,721,7215
Coin-operated laundries & drycleaners,I,72,721,7215
Coin-operated laundry routes,I,72,721,7215
Coin-operated laundries & drycleaning stores,I,72,721,7215
Drycleaning plants,I,72,721,7216
Drycleaning plants,I,72,721,7216
Carpet & upholstery cleaning services,I,72,721,7217
Carpet & upholstery cleaning services,I,72,721,7217
Industrial launderers,I,72,721,7218
Industrial launderers,I,72,721,7218
"Other laundry, cleaning & garment services",I,72,721,7219
Garment repair & alteration services,I,72,721,7219
All other laundry & garment services,I,72,721,7219
Diaper service,I,72,721,7219
"Photographic studios, portrait",I,72,722,722
"Photographic studios, portrait",I,72,722,7221
Beauty shops,I,72,723,723
Beauty shops ,I,72,723,7231
Beauty & cosmetology schools,I,72,723,7231
Beauty shops,I,72,723,7231
Nail salons,I,72,723,7231
Barber shops  ,I,72,724,724
Barber shops ,I,72,724,7241
Barber colleges,I,72,724,7241
Barber shops,I,72,724,7241
Shoe repair shops & shoeshine parlors,I,72,725,725
Shoe repair shops & shoeshine parlors,I,72,725,7251
Funeral service & crematories,I,72,726,726
Funeral homes & funeral services,I,72,726,7261
Funeral homes,I,72,726,7261
Other funeral services,I,72,726,7261
Crematories,I,72,726,7261
Miscellaneous personal services,I,72,729,729
Tax return preparation services,I,72,729,7291
"Miscellaneous personal services, n.e.c.",I,72,729,7299
Formal wear rental,I,72,729,7299
"Locker rental, except cold storage",I,72,729,7299
Babysitting services,I,72,729,7299
Diet & weight reducing services,I,72,729,7299
Other personal care services,I,72,729,7299
All other personal services,I,72,729,7299
Dating services,I,72,729,7299
All other miscellaneous personal services,I,72,729,7299
Business Services,I,73,73,73
Advertising Services,I,73,731,731
Advertising agencies,I,73,731,7311
Advertising agencies,I,73,731,7311
Outdoor advertising services,I,73,731,7312
Outdoor advertising services,I,73,731,7312
"Radio, television, and publishers' advertising representatives",I,73,731,7313
Media representatives,I,73,731,7313
Radio & television advertising representatives,I,73,731,7313
Publishers' advertising representatives,I,73,731,7313
"Advertising, n.e.c.",I,73,731,7319
Media buying services,I,73,731,7319
Display advertising (except outdoor),I,73,731,7319
Advertising material distribution services,I,73,731,7319
All other advertising,I,73,731,7319
Consumer Credit Reporting / Mercantile Services,I,73,732,732
Adjustment & collection services,I,73,732,7322
Collection agencies,I,73,732,7322
Adjustment bureaus,I,73,732,7322
Credit reporting services,I,73,732,7323
Credit bureaus,I,73,732,7323
Consumer credit reporting agencies,I,73,732,7323
Mercantile reporting agencies,I,73,732,7323
"Mailing, Reproduction & Commerical Art Services",I,73,733,733
Direct mail advertising services,I,73,733,7331
Database & directory publishers (pt),I,73,733,7331
Direct mail advertising,I,73,733,7331
Photocopying & duplicating services,I,73,733,7334
Other business service centers (including copy shops),I,73,733,7334
Commercial photography,I,73,733,7335
Commercial photography (except medical photography),I,73,733,7335
Commercial art & graphic design,I,73,733,7336
Graphic design services,I,73,733,7336
Graphic design services (except commercial art & medical artists),I,73,733,7336
Commercial art,I,73,733,7336
Secretarial & court reporting services,I,73,733,7338
Document preparation services,I,73,733,7338
Court reporting & stenotype services,I,73,733,7338
Services to Dwellings & Other Buildings,I,73,734,734
Disinfecting & pest control services,I,73,734,7341
Exterminating & pest control services,I,73,734,7342
Disinfecting services,I,73,734,7342
"Building cleaning & maintenance services, n.e.c.",I,73,734,7349
Other janitorial services,I,73,734,7349
Miscellaneous Equipment Rental & Leasing,I,73,735,735
Medical equipment rental & leasing,I,73,735,7351
Home health equipment rental,I,73,735,7352
Medical equipment rental & leasing (exc home health equipment),I,73,735,7352
Heavy construction equipment rental & leasing,I,73,735,7353
All other heavy construction (pt),I,73,735,7353
Rental & leasing of heavy construction equip without operators,I,73,735,7353
"Equipment rental & leasing, n.e.c.",I,73,735,7359
Consumer electronics & appliances rental,I,73,735,7359
Other consumer goods rental & leasing,I,73,735,7359
General rental centers,I,73,735,7359
Aircraft rental & leasing,I,73,735,7359
Oilfield & well drilling equipment rental & leasing,I,73,735,7359
Office machinery rental & leasing,I,73,735,7359
Industrial equipment rental & leasing,I,73,735,7359
Portable toilet rental,I,73,735,7359
Personnel Supply Services,I,73,736,736
Employment agencies,I,73,736,7361
Executive placement services,I,73,736,7361
Employment agencies (except executive placement services),I,73,736,7361
Help supply services,I,73,736,7363
Temporary help services,I,73,736,7363
Employee leasing services,I,73,736,7363
Computer Programming and Data Processing,I,73,737,737
Computer programming services,I,73,737,7371
Custom computer programming services,I,73,737,7371
Software publishers,I,73,737,7372
Software publishers,I,73,737,7372
Computer systems integrators,I,73,737,7373
Computer systems integrators,I,73,737,7373
Data processing services,I,73,737,7374
Data processing services,I,73,737,7374
On-line information services,I,73,737,7375
On-line information services,I,73,737,7375
Computer facilities management services,I,73,737,7376
Computer facilities management services,I,73,737,7376
Computer rental & leasing,I,73,737,7377
Computer rental & leasing,I,73,737,7377
Computer maintenance & repair,I,73,737,7378
Computer maintenance & repair,I,73,737,7378
"Computer related services, n.e.c.",I,73,737,7379
Software reproducing,I,73,737,7379
Computer systems consultants (except systems integrators),I,73,737,7379
Other computer related services,I,73,737,7379
Computer consultants (except computer systems consultants),I,73,737,7379
All other computer related services,I,73,737,7379
Miscellaneous Business Services,I,73,738,738
"Detective, guard, & armored car services",I,73,738,7381
Investigation services,I,73,738,7381
Security guards & patrol services,I,73,738,7381
Armored car services,I,73,738,7381
Security systems services,I,73,738,7382
Security systems services (except locksmiths),I,73,738,7382
News syndicates,I,73,738,7383
News syndicates,I,73,738,7383
Photofinishing laboratories,I,73,738,7384
Photofinishing laboratories (except one-hour),I,73,738,7384
One-hour photofinishing,I,73,738,7384
"Business services, n.e.c.",I,73,738,7389
Sound recording studios,I,73,738,7389
Audio taping services,I,73,738,7389
Credit card processing,I,73,738,7389
All other legal services,I,73,738,7389
Drafting services,I,73,738,7389
Building inspection services,I,73,738,7389
Map making services,I,73,738,7389
Interior design services,I,73,738,7389
Industrial design services,I,73,738,7389
Other specialized design services,I,73,738,7389
Other services related to advertising,I,73,738,7389
